route_id,date,weekday,week_number,driver_id,origin_barrio,lat_origin,lon_origin,barrios_recorridos,tipo_vehiculo,vehicle_capacity_m3,volumen_cargado_m3,carga_pct,n_paradas,n_paquetes,cliente_top_count,km_total,desviacion_km,velocidad_media_kmh,duracion_min,tiempo_conduccion_min,tiempo_paradas_min,tiempo_espera_deposito_min,tiempo_carga_min,n_incidentes,motivo_incidente,paquetes_no_entregados,porcentaje_entregas_exitosas,prioridad,entregas_retrasadas,clima,turno,estado_ruta,notas_logisticas,costo_est_operativo,eficiencia_carga_pct,eficiencia_tiempo_pct,costo_por_km,costo_por_paquete
2081,2025-08-03,6,31,3,El Peligro,-34.831318,-57.910858,El Peligro; Abasto,Camion 3.5t,18,7.54,41.9,89,102,8,34.1,0.0,9.98,324,205,119,5,30,0,,0,100.0,alta,0,Despejado,mañana,con_incidente,,41.14,41.888888888888886,63.27160493827161,1.2064516129032257,0.4033333333333333
2082,2025-08-02,5,30,3,Joaquin Gorina,-34.86821,-57.934953,Joaquin Gorina; City Bell,Furgoneta,8,5.14,64.2,66,79,3,10.3,0.0,9.36,169,66,103,20,27,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,19.57,64.25,39.053254437869825,1.9,0.24772151898734177
2083,2025-09-11,3,36,1,Abasto,-34.824686,-57.924721,Abasto; El Peligro; City Bell,Camion 3.5t,18,5.91,32.8,75,84,3,35.1,0.22,14.63,326,144,182,9,29,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,41.66,32.833333333333336,44.171779141104295,1.1868945868945868,0.4959523809523809
2084,2025-10-03,4,39,5,City Bell,-34.874758,-57.980307,City Bell; Gonnet,Camioneta,13,7.81,60.1,88,106,9,17.5,0.26,6.56,271,160,111,21,38,0,,0,100.0,media,0,Nublado,mañana,con_incidente,,34.57,60.07692307692307,59.040590405904055,1.9754285714285715,0.3261320754716981
2085,2025-01-18,5,2,6,Villa Elvira,-34.89008,-57.950437,Villa Elvira; Villa Montoro; Los Hornos; Melchor Romero,Camioneta,13,4.96,38.2,66,75,6,19.6,1.19,14.17,228,83,145,3,21,0,,1,98.67,media,1,Despejado,mañana,parcial,Devolver a depósito,29.01,38.15384615384615,36.40350877192983,1.4801020408163266,0.38680000000000003
2086,2025-07-06,6,27,1,Villa Montoro,-34.897847,-57.951919,Villa Montoro; Villa Elvira; La Plata,Furgoneta,8,7.84,98.0,56,69,4,14.4,0.87,8.64,187,100,87,2,33,0,,0,100.0,baja,1,Nublado,mañana,con_incidente,,22.71,98.0,53.475935828877006,1.5770833333333334,0.3291304347826087
2087,2025-02-24,0,8,2,Villa Montoro,-34.90092,-57.947552,Villa Montoro; Los Hornos; La Plata,Furgoneta,8,5.42,67.8,88,108,11,31.6,0.42,36.46,256,52,194,8,20,1,Otro,0,100.0,media,0,Nublado,mañana,con_incidente,Ruta replanificada,31.61,67.75,20.3125,1.0003164556962025,0.29268518518518516
2088,2025-11-17,0,46,4,Gonnet,-34.939181,-57.921318,Gonnet; City Bell; Joaquin Gorina,Furgoneta,8,6.72,84.0,90,104,6,31.2,1.75,14.29,272,131,141,1,20,0,,1,99.04,baja,1,Nublado,mañana,parcial,Entrega parcial,34.73,84.0,48.161764705882355,1.1131410256410255,0.33394230769230765
2089,2025-11-26,2,47,2,Tolosa,-34.919462,-57.954406,Tolosa,Camioneta,13,6.49,49.9,87,97,9,35.4,0.13,10.46,331,203,128,4,30,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,42.25,49.92307692307693,61.329305135951664,1.1935028248587571,0.43556701030927836
2090,2025-03-12,2,10,5,City Bell,-34.8725,-57.979775,City Bell; Gonnet,Furgoneta,8,5.35,66.9,68,85,4,11.0,1.33,22.84,167,31,160,8,5,0,,0,100.0,media,1,Viento fuerte,mañana,parcial,Devolver a depósito,23.11,66.875,18.562874251497004,2.100909090909091,0.27188235294117646
2091,2025-12-09,1,49,2,Ringuelet,-34.94678,-57.931627,Ringuelet; Tolosa,Camioneta,13,3.0,23.1,80,97,8,21.6,2.81,9.32,316,139,177,3,25,0,,2,97.94,media,1,Lluvia ligera,mañana,parcial,Entrega parcial,38.27,23.076923076923077,43.9873417721519,1.7717592592592593,0.39453608247422683
2092,2025-12-21,6,51,2,Melchor Romero,-34.953134,-57.984149,Melchor Romero; Lisandro Olmos,Camioneta,13,8.97,69.0,80,93,5,40.0,0.18,17.27,275,139,136,1,13,0,,1,98.92,media,1,Nublado,mañana,parcial,Contactar cliente,36.51,69.0,50.54545454545455,0.91275,0.3925806451612903
2093,2025-08-23,5,33,7,Los Hornos,-34.919472,-57.991624,Los Hornos,Furgoneta,8,7.84,98.0,82,97,5,14.4,0.04,10.29,217,84,133,1,36,0,,0,100.0,alta,0,Tormenta,mañana,completa_ok,,25.25,98.0,38.70967741935484,1.753472222222222,0.2603092783505155
2094,2025-02-18,1,7,2,Gonnet,-34.931753,-57.926532,Gonnet; Ringuelet,Camioneta,13,6.65,51.2,72,83,6,11.7,2.29,8.89,192,79,113,2,39,0,,1,98.8,alta,1,Despejado,mañana,parcial,Contactar cliente,25.78,51.15384615384616,41.14583333333333,2.2034188034188036,0.31060240963855423
2095,2025-10-10,4,40,2,Los Hornos,-34.916954,-57.988257,Los Hornos; Villa Elvira; La Plata,Camioneta,13,6.16,47.4,71,83,7,17.1,1.11,30.18,147,34,113,3,28,0,,0,100.0,alta,0,Despejado,mañana,completa_ok,,21.14,47.38461538461539,23.12925170068027,1.2362573099415204,0.2546987951807229
2096,2025-06-29,6,26,7,Lisandro Olmos,-34.801979,-57.899311,Lisandro Olmos; Abasto,Camioneta,13,3.83,29.5,86,100,10,29.6,2.52,11.31,320,157,163,5,27,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,41.05,29.46153846153846,49.0625,1.3868243243243241,0.4105
2097,2025-05-17,5,19,7,Villa Montoro,-34.897526,-57.947529,Villa Montoro,Furgoneta,8,7.84,98.0,66,81,3,28.9,0.86,11.96,234,145,89,2,23,0,,0,100.0,media,0,Nublado,mañana,completa_ok,,30.51,98.0,61.965811965811966,1.0557093425605537,0.3766666666666667
2098,2025-03-01,5,8,2,City Bell,-34.873607,-57.967525,City Bell; Joaquin Gorina,Camioneta,13,7.17,55.2,87,97,5,23.9,0.0,45.71,228,34,212,5,30,1,,0,100.0,baja,1,Despejado,mañana,parcial,Entrega parcial,29.51,55.15384615384615,14.912280701754385,1.2347280334728035,0.30422680412371134
2099,2025-05-06,1,18,3,Melchor Romero,-34.94382,-57.979473,Melchor Romero; El Carmen; Villa San Carlos; Tolosa,Furgoneta,8,4.04,50.5,76,87,3,36.4,0.68,14.86,323,147,176,4,38,0,,1,98.85,baja,1,Nublado,mañana,parcial,Entrega parcial,42.46,50.5,45.51083591331269,1.1664835164835166,0.48804597701149427
2100,2025-04-11,4,14,5,Melchor Romero,-34.948681,-57.981036,Melchor Romero; Los Hornos,Camion 3.5t,18,9.32,51.8,89,103,1,37.4,0.0,15.69,274,143,131,0,35,0,,0,100.0,media,0,Nublado,mañana,completa_ok,,35.88,51.77777777777778,52.18978102189781,0.9593582887700536,0.3483495145631068
2101,2025-10-18,5,41,2,Villa Montoro,-34.898507,-57.949463,Villa Montoro; Los Hornos,Furgoneta,8,5.42,67.8,78,87,9,9.9,1.26,74.25,187,8,179,6,14,0,,0,100.0,media,0,Tormenta,mañana,completa_ok,,21.89,67.75,4.27807486631016,2.2111111111111112,0.25160919540229887
2102,2025-09-14,6,37,1,Ringuelet,-34.944171,-57.92293,Ringuelet; Gonnet,Camioneta,13,6.2,47.7,82,98,10,19.4,0.25,25.3,237,46,191,2,29,0,,1,98.98,baja,1,Despejado,mañana,parcial,Contactar cliente,30.36,47.69230769230769,19.40928270042194,1.5649484536082474,0.30979591836734693
2103,2025-10-01,2,39,6,Berisso,-34.861658,-57.874997,Berisso; Los Talas,Camioneta,13,5.64,43.4,75,90,4,20.9,2.17,8.83,275,142,133,0,23,0,,1,98.89,media,1,Nublado,mañana,parcial,Entrega parcial,35.4,43.38461538461538,51.63636363636363,1.69377990430622,0.3933333333333333
2104,2025-06-11,2,23,1,La Plata,-34.918424,-57.95299,La Plata; Villa Elisa; City Bell,Furgoneta,8,7.76,97.0,71,88,10,34.9,0.39,10.42,292,201,91,18,22,0,,1,98.86,baja,1,Despejado,mañana,parcial,Reintentar mañana,38.7,97.0,68.83561643835617,1.1088825214899716,0.4397727272727273
2105,2025-09-28,6,39,1,City Bell,-34.8723,-57.983357,City Bell; Manuel B. Gonnet,Furgoneta,8,7.84,98.0,86,99,9,32.0,0.57,12.8,309,150,159,21,31,0,,0,100.0,media,0,Nublado,mañana,con_incidente,,40.81,98.0,48.54368932038835,1.2753125,0.41222222222222227
2106,2025-05-21,2,20,2,Villa Elisa,-34.917225,-57.97943,Villa Elisa,Camioneta,13,4.62,35.5,73,83,6,26.2,0.06,18.49,183,85,98,16,34,0,,0,100.0,baja,0,Lluvia ligera,mañana,completa_ok,,25.42,35.53846153846154,46.44808743169399,0.9702290076335879,0.3062650602409639
2107,2025-12-18,3,50,4,Ringuelet,-34.943715,-57.922246,Ringuelet; Tolosa,Camioneta,13,9.97,76.7,75,87,4,23.3,0.97,9.02,236,169,95,2,17,0,,0,100.0,media,1,Despejado,mañana,parcial,Devolver a depósito,31.27,76.6923076923077,71.61016949152543,1.3420600858369098,0.35942528735632184
2108,2025-05-31,5,21,4,Villa Elvira,-34.890898,-57.944941,Villa Elvira; Los Hornos,Camioneta,13,5.5,42.3,84,94,6,24.2,0.0,22.0,287,66,221,0,22,0,,1,98.94,baja,1,Despejado,mañana,parcial,Devolver a depósito,34.58,42.30769230769231,22.99651567944251,1.4289256198347107,0.3678723404255319
2109,2025-05-26,0,21,1,Gonnet,-34.931356,-57.921285,Gonnet; Manuel B. Gonnet,Furgoneta,8,7.84,98.0,72,88,5,17.6,1.4,18.86,250,56,194,4,18,0,,0,100.0,alta,1,Despejado,mañana,con_incidente,,31.32,98.0,22.400000000000002,1.7795454545454543,0.3559090909090909
2110,2025-08-12,1,32,2,Villa Elisa,-34.913013,-57.97785,Villa Elisa; La Plata,Camioneta,13,7.63,58.7,86,104,7,23.1,0.0,231.0,219,6,213,0,27,0,,2,98.08,baja,1,Despejado,mañana,parcial,Reintentar mañana,26.42,58.692307692307686,2.73972602739726,1.1437229437229437,0.25403846153846155
2111,2025-07-06,6,27,3,Melchor Romero,-34.945798,-57.985511,Melchor Romero; Ringuelet,Furgoneta,8,5.0,62.5,75,92,4,32.2,0.01,42.0,205,46,159,13,21,0,,1,98.91,media,1,Despejado,mañana,parcial,Devolver a depósito,27.99,62.5,22.439024390243905,0.8692546583850931,0.30423913043478257
2112,2025-04-02,2,13,7,Berisso,-34.860455,-57.876537,Berisso; Los Talas,Furgoneta,8,7.84,98.0,82,98,4,27.3,0.49,23.37,341,57,210,16,30,1,,2,97.96,media,0,Lluvia ligera,mañana,con_incidente,,33.91,98.0,16.715542521994134,1.242124542124542,0.3460204081632653
2113,2025-09-27,5,38,5,Gonnet,-34.931603,-57.928244,Gonnet; Manuel B. Gonnet,Camion 3.5t,18,7.16,39.8,85,97,5,41.8,2.02,31.35,288,80,208,28,38,0,,3,96.91,media,1,Nublado,mañana,parcial,Contactar cliente,37.52,39.77777777777778,27.77777777777778,0.8976076555023925,0.38680412371134026
2114,2025-09-16,1,37,5,La Plata,-34.919303,-57.959804,La Plata; Centro,Camioneta,13,10.6,81.5,75,85,7,20.3,1.57,243.6,169,5,204,0,27,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,24.22,81.53846153846153,2.9585798816568047,1.193103448275862,0.2849411764705882
2115,2025-09-12,4,36,7,El Peligro,-34.829572,-57.906177,El Peligro; Abasto,Camioneta,13,2.01,15.5,88,98,7,33.6,0.0,403.2,219,5,220,13,31,0,,0,100.0,baja,0,Nublado,mañana,completa_ok,,31.56,15.46153846153846,2.28310502283105,0.9392857142857142,0.3220408163265306
2116,2025-02-08,5,5,2,Gonnet,-34.93188,-57.922225,Gonnet; City Bell; Melchor Romero,Furgoneta,8,7.22,90.2,67,78,6,34.1,0.46,17.43,203,126,116,0,42,0,,0,100.0,baja,1,Lluvia ligera,mañana,parcial,Entrega parcial,31.3,90.25,62.06896551724138,0.9178885630498533,0.4012820512820513
2117,2025-08-21,3,33,2,Tolosa,-34.922553,-57.956297,Tolosa; Manuel B. Gonnet,Furgoneta,8,6.36,79.5,72,81,5,21.2,0.88,13.33,226,108,140,1,30,0,,0,100.0,media,0,Despejado,mañana,con_incidente,,30.69,79.5,47.78761061946903,1.4476415094339623,0.3788888888888889
2118,2025-11-25,1,47,7,Villa Elisa,-34.914848,-57.98203,Villa Elisa; La Plata,Furgoneta,8,6.49,81.1,85,99,9,18.7,0.47,224.4,171,5,178,2,25,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,24.53,81.125,2.923976608187134,1.311764705882353,0.2477777777777778
2119,2025-02-22,5,7,1,Ringuelet,-34.947787,-57.932707,Ringuelet; Tolosa,Furgoneta,8,7.84,98.0,87,98,10,19.2,2.11,8.73,245,132,113,1,27,0,,1,98.98,baja,1,Despejado,mañana,parcial,Contactar cliente,30.22,98.0,53.87755102040816,1.5739583333333333,0.3083673469387755
2120,2025-10-19,6,42,3,Joaquin Gorina,-34.867834,-57.934284,Joaquin Gorina; Villa Elisa; La Plata; Melchor Romero,Camioneta,13,3.97,30.5,78,93,1,15.4,2.02,184.8,199,5,206,2,35,0,,1,98.92,baja,1,Despejado,mañana,parcial,Reintentar mañana,26.8,30.538461538461544,2.512562814070352,1.7402597402597402,0.2881720430107527
2121,2025-07-28,0,30,2,El Carmen,-34.842156,-57.894721,El Carmen; Villa San Carlos; Altos de San Lorenzo; Villa Elvira,Camioneta,13,7.58,58.3,80,95,7,43.1,3.07,161.62,235,16,219,2,36,0,,1,98.95,media,1,Despejado,mañana,parcial,Reintentar mañana,31.31,58.30769230769231,6.808510638297872,0.7264501160092807,0.329578947368421
2122,2025-06-04,2,22,3,Ringuelet,-34.947051,-57.926791,Ringuelet,Furgoneta,8,4.69,58.6,72,91,9,29.1,1.59,14.66,204,124,99,4,32,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,29.76,58.62500000000001,60.78431372549019,1.022680412371134,0.327032967032967
2123,2025-10-05,6,40,2,La Plata,-34.927929,-57.954224,La Plata; Joaquin Gorina; Gonnet; Ringuelet,Furgoneta,8,6.74,84.2,78,87,4,23.2,2.94,251.0,201,6,213,7,17,0,,0,100.0,media,0,Lluvia ligera,mañana,completa_ok,,29.72,84.25,2.9850746268656714,1.2810344827586206,0.34160919540229884
2124,2025-10-13,0,41,2,Lisandro Olmos,-34.802547,-57.898221,Lisandro Olmos; Abasto,Furgoneta,8,7.37,92.1,77,92,10,15.0,1.1,10.98,248,82,166,0,24,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,31.05,92.125,33.064516129032256,2.07,0.3375
2125,2025-06-23,0,25,3,City Bell,-34.874255,-57.976087,City Bell,Camioneta,13,6.46,49.7,94,112,5,19.4,3.06,32.33,242,36,206,1,11,0,,0,100.0,media,0,Lluvia ligera,mañana,completa_ok,,31.42,49.69230769230769,14.87603305785124,1.6195876288659796,0.2805357142857143
2126,2025-10-09,3,40,3,Lisandro Olmos,-34.80003,-57.901472,Lisandro Olmos; Melchor Romero; Manuel B. Gonnet; Ringuelet,Camioneta,13,7.06,54.3,82,103,8,26.7,2.38,320.4,206,5,217,22,5,0,,0,100.0,baja,0,Lluvia ligera,mañana,completa_ok,,29.06,54.3076923076923,2.4271844660194173,1.0883895131086143,0.2821359223300971
2127,2025-12-29,0,52,5,Manuel B. Gonnet,-34.92107,-57.927368,Manuel B. Gonnet; City Bell,Camioneta,13,6.5,50.0,83,99,4,16.3,0.58,8.02,230,122,108,6,26,0,,0,100.0,media,0,Nublado,mañana,completa_ok,,26.89,50.0,53.04347826086957,1.6496932515337424,0.27161616161616164
2128,2025-07-02,2,26,7,City Bell,-34.872018,-57.982892,City Bell; Joaquin Gorina; Gonnet,Camioneta,13,6.31,48.5,73,88,9,12.4,1.1,7.29,201,102,99,24,29,0,,1,98.86,media,1,Despejado,mañana,parcial,Contactar cliente,24.32,48.53846153846153,50.74626865671642,1.961290322580645,0.27636363636363637
2129,2025-03-02,6,9,1,Tolosa,-34.922183,-57.955827,Tolosa; Manuel B. Gonnet,Camioneta,13,7.89,60.7,89,109,8,33.3,0.89,12.49,366,160,206,26,33,0,,0,100.0,media,1,Nublado,mañana,con_incidente,,46.35,60.69230769230769,43.71584699453552,1.391891891891892,0.4252293577981652
2130,2025-07-02,2,26,1,City Bell,-34.873297,-57.981631,City Bell; Manuel B. Gonnet; Berisso,Camioneta,13,8.87,68.2,73,81,8,27.7,0.0,15.39,250,108,142,0,31,0,,1,98.77,alta,1,Lluvia ligera,mañana,parcial,Devolver a depósito,30.76,68.23076923076923,43.2,1.1104693140794224,0.3797530864197531
2131,2025-01-24,4,3,6,Los Hornos,-34.917107,-57.988186,Los Hornos; La Plata; Melchor Romero,Camioneta,13,6.25,48.1,71,84,5,17.3,1.6,7.26,267,143,124,13,19,0,,0,100.0,media,1,Lluvia ligera,mañana,con_incidente,,34.09,48.07692307692308,53.558052434456926,1.970520231213873,0.4058333333333334
2132,2025-06-14,5,23,1,Tolosa,-34.919585,-57.957376,Tolosa; Gonnet; Manuel B. Gonnet; El Peligro,Furgoneta,8,7.84,98.0,63,75,3,22.6,1.64,8.31,220,177,84,5,16,0,,0,100.0,media,1,Nublado,mañana,parcial,Entrega parcial,31.66,98.0,80.45454545454545,1.4008849557522123,0.42213333333333336
2133,2025-09-26,4,38,4,City Bell,-34.872336,-57.979075,City Bell,Furgoneta,8,7.84,98.0,74,89,5,13.1,2.58,6.09,224,129,95,6,25,0,,0,100.0,baja,0,Despejado,mañana,con_incidente,,28.17,98.0,57.58928571428571,2.150381679389313,0.3165168539325843
2134,2025-02-12,2,6,3,El Carmen,-34.837736,-57.893579,El Carmen; Villa San Carlos,Camioneta,13,7.75,59.6,83,103,8,31.6,1.68,16.06,281,99,149,4,20,1,,2,98.06,media,1,Viento fuerte,mañana,parcial,Devolver a depósito,31.17,59.61538461538461,35.231316725978644,0.9863924050632912,0.30262135922330097
2135,2025-02-26,2,8,5,Abasto,-34.822133,-57.92138,Abasto; El Peligro,Furgoneta,8,7.84,98.0,68,78,11,32.9,0.21,13.34,271,148,123,10,29,0,,1,98.72,media,1,Despejado,mañana,parcial,Entrega parcial,34.18,98.0,54.61254612546126,1.0389057750759878,0.4382051282051282
2136,2025-09-23,1,38,3,Berisso,-34.857491,-57.87777,Berisso; Los Talas,Camion 3.5t,18,9.46,52.6,88,101,7,38.4,0.48,25.32,301,91,210,11,29,0,,1,99.01,baja,1,Nublado,mañana,parcial,Entrega parcial,39.03,52.55555555555556,30.23255813953488,1.0164062500000002,0.38643564356435645
2137,2025-08-19,1,33,5,Ringuelet,-34.945777,-57.92842,Ringuelet; Manuel B. Gonnet; Gonnet,Camioneta,13,8.35,64.2,86,94,2,3.0,0.0,3.6,277,50,227,0,27,0,,1,98.94,media,1,Despejado,mañana,parcial,Devolver a depósito,31.18,64.23076923076923,18.050541516245488,10.393333333333333,0.33170212765957446
2138,2025-02-08,5,5,2,Los Hornos,-34.916402,-57.990557,Los Hornos; Melchor Romero,Camioneta,13,7.33,56.4,78,92,9,27.1,2.0,24.64,278,66,212,15,31,0,,0,100.0,media,0,Despejado,mañana,con_incidente,,33.79,56.38461538461539,23.741007194244602,1.2468634686346862,0.36728260869565216
2139,2025-08-20,2,33,1,Ringuelet,-34.943717,-57.928892,Ringuelet; Tolosa,Camioneta,13,8.46,65.1,79,97,12,32.9,3.5,19.43,260,105,206,2,33,0,,0,100.0,media,1,Nublado,mañana,con_incidente,,38.12,65.0769230769231,40.38461538461539,1.1586626139817628,0.39298969072164947
2140,2025-03-19,2,11,5,La Plata,-34.921184,-57.953288,La Plata; Los Hornos; Villa Elvira; Villa Montoro,Furgoneta,8,7.05,88.1,84,97,8,44.4,0.71,19.54,316,117,196,6,26,2,,3,96.91,alta,1,Despejado,mañana,parcial,Entrega parcial,40.0,88.125,37.0253164556962,0.9009009009009009,0.41237113402061853
2141,2025-05-20,1,20,5,Melchor Romero,-34.949897,-57.975269,Melchor Romero; Los Hornos; Villa Elvira,Camioneta,13,3.81,29.3,86,97,9,31.3,0.0,13.23,275,142,133,13,18,0,,1,98.97,media,1,Despejado,mañana,parcial,Contactar cliente,36.43,29.307692307692307,51.63636363636363,1.1638977635782748,0.37556701030927836
2142,2025-08-08,4,31,1,Ringuelet,-34.948677,-57.935735,Ringuelet,Camioneta,13,5.23,40.2,71,82,8,16.9,0.43,16.9,195,60,135,3,14,0,,1,98.78,media,1,Despejado,mañana,parcial,Contactar cliente,23.76,40.23076923076923,30.76923076923077,1.4059171597633138,0.28975609756097565
2143,2025-07-02,2,26,5,Gonnet,-34.92733,-57.921271,Gonnet; Ringuelet,Furgoneta,8,7.84,98.0,79,87,10,18.5,0.0,61.67,187,18,169,2,12,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,24.62,98.0,9.62566844919786,1.3308108108108108,0.2829885057471265
2144,2025-06-25,2,25,4,Tolosa,-34.919788,-57.953777,Tolosa; Ringuelet,Furgoneta,8,7.29,91.1,63,70,5,12.9,0.28,9.11,231,85,146,17,23,0,,0,100.0,media,1,Lluvia ligera,mañana,con_incidente,,28.03,91.125,36.79653679653679,2.1728682170542637,0.40042857142857147
2145,2025-10-12,6,41,5,Melchor Romero,-34.950327,-57.979978,Melchor Romero; Lisandro Olmos,Camioneta,13,7.17,55.2,79,103,7,24.2,0.0,19.89,266,73,193,8,25,0,,2,98.06,media,1,Nublado,mañana,parcial,Contactar cliente,33.89,55.15384615384615,27.44360902255639,1.400413223140496,0.32902912621359226
2146,2025-12-13,5,49,1,Tolosa,-34.921058,-57.947826,Tolosa; Manuel B. Gonnet; Gonnet,Furgoneta,8,7.84,98.0,82,99,7,13.6,0.98,163.2,194,5,195,10,32,0,,2,97.98,media,1,Nublado,mañana,parcial,Reintentar mañana,23.5,98.0,2.5773195876288657,1.7279411764705883,0.23737373737373738
2147,2025-01-08,2,1,5,Joaquin Gorina,-34.86895,-57.942755,Joaquin Gorina; City Bell,Furgoneta,8,6.38,79.8,74,82,7,24.0,0.0,42.35,212,34,178,2,33,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,26.95,79.75,16.037735849056602,1.1229166666666666,0.32865853658536587
2148,2025-09-01,0,35,6,Gonnet,-34.935506,-57.922731,Gonnet; Manuel B. Gonnet; Ringuelet,Camioneta,13,5.62,43.2,87,104,6,23.3,0.0,24.1,293,58,235,0,34,0,,0,100.0,media,1,Lluvia ligera,mañana,con_incidente,,36.26,43.23076923076923,19.795221843003414,1.556223175965665,0.34865384615384615
2149,2025-12-26,4,51,1,Villa Montoro,-34.90369,-57.945477,Villa Montoro; Los Hornos,Furgoneta,8,6.63,82.9,60,69,4,17.4,1.55,9.24,202,113,89,1,36,0,,0,100.0,media,0,Lluvia ligera,mañana,con_incidente,,25.46,82.875,55.940594059405946,1.463218390804598,0.3689855072463768
2150,2025-07-15,1,28,6,La Plata,-34.925406,-57.957447,La Plata; Centro,Camioneta,13,4.9,37.7,73,84,10,34.8,0.0,29.19,195,74,153,0,26,0,,0,100.0,baja,1,Despejado,mañana,parcial,Entrega parcial,29.72,37.6923076923077,37.94871794871795,0.8540229885057472,0.3538095238095238
2151,2025-01-05,6,1,4,Manuel B. Gonnet,-34.927762,-57.926737,Manuel B. Gonnet; Gonnet,Furgoneta,8,6.83,85.4,81,96,8,32.1,0.28,20.27,288,95,193,4,28,0,,0,100.0,media,0,Nublado,mañana,con_incidente,,37.47,85.375,32.98611111111111,1.1672897196261682,0.3903125
2152,2025-11-11,1,45,7,Melchor Romero,-34.949536,-57.974827,Melchor Romero; Lisandro Olmos,Furgoneta,8,6.25,78.1,79,89,6,21.0,0.0,20.32,225,62,163,0,32,0,,0,100.0,baja,0,Nublado,mañana,completa_ok,,27.13,78.125,27.555555555555557,1.291904761904762,0.3048314606741573
2153,2025-09-25,3,38,3,Lisandro Olmos,-34.79824,-57.901069,Lisandro Olmos; Melchor Romero; Los Hornos,Camioneta,13,7.93,61.0,86,108,6,14.7,0.0,46.42,257,19,238,17,24,0,,2,98.15,media,1,Despejado,mañana,parcial,Entrega parcial,31.94,61.0,7.392996108949417,2.1727891156462587,0.29574074074074075
2154,2025-12-30,1,52,3,El Peligro,-34.830507,-57.912789,El Peligro; Abasto; Lisandro Olmos,Camioneta,13,3.42,26.3,85,100,5,20.0,0.0,10.91,217,110,107,15,35,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,27.82,26.30769230769231,50.69124423963134,1.391,0.2782
2155,2025-07-01,1,26,2,Lisandro Olmos,-34.800641,-57.903338,Lisandro Olmos; Melchor Romero,Furgoneta,8,7.84,98.0,82,97,4,34.5,1.21,18.16,276,114,162,1,29,0,,2,97.94,media,1,Despejado,mañana,parcial,Contactar cliente,36.31,98.0,41.30434782608695,1.052463768115942,0.3743298969072165
2156,2025-01-09,3,1,7,La Plata,-34.920158,-57.948953,La Plata; Tolosa; Manuel B. Gonnet,Furgoneta,8,5.78,72.2,84,104,6,11.0,0.39,136.8,164,5,223,0,20,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,23.75,72.25,3.048780487804878,2.159090909090909,0.2283653846153846
2157,2025-05-30,4,21,5,Manuel B. Gonnet,-34.925637,-57.926758,Manuel B. Gonnet; City Bell,Camioneta,13,5.46,42.0,72,83,7,27.6,2.41,11.04,311,150,161,0,21,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,39.26,42.0,48.231511254019296,1.4224637681159418,0.47301204819277104
2158,2025-12-23,1,51,3,Ringuelet,-34.947522,-57.931708,Ringuelet,Camioneta,13,8.55,65.8,84,96,8,20.4,0.0,19.12,282,64,218,12,25,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,35.78,65.76923076923077,22.69503546099291,1.7539215686274512,0.37270833333333336
2159,2025-02-10,0,6,4,La Plata,-34.92377,-57.954425,La Plata; Abasto; Lisandro Olmos,Furgoneta,8,3.37,42.1,64,75,4,34.0,1.75,15.11,254,135,119,3,27,0,,0,100.0,media,0,Nublado,mañana,con_incidente,,32.74,42.125,53.14960629921261,0.9629411764705883,0.4365333333333334
2160,2025-07-15,1,28,7,City Bell,-34.872576,-57.979439,City Bell; Joaquin Gorina,Furgoneta,8,7.84,98.0,90,117,12,25.0,0.06,11.54,285,130,155,7,27,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,36.58,98.0,45.614035087719294,1.4631999999999998,0.31264957264957266
2161,2025-03-06,3,9,6,City Bell,-34.873327,-57.979744,City Bell; Manuel B. Gonnet,Camioneta,13,5.8,44.6,67,81,5,19.6,2.11,8.17,270,144,126,17,45,0,,1,98.77,media,1,Despejado,mañana,parcial,Reintentar mañana,34.65,44.61538461538461,53.333333333333336,1.7678571428571426,0.42777777777777776
2162,2025-06-20,4,24,4,La Plata,-34.921283,-57.954607,La Plata; Tolosa,Furgoneta,8,7.84,98.0,74,88,2,20.6,0.07,6.86,254,203,94,35,37,0,,0,100.0,baja,1,Despejado,mañana,parcial,Reintentar mañana,37.81,98.0,79.92125984251969,1.8354368932038834,0.42965909090909093
2163,2025-12-30,1,52,7,Abasto,-34.818068,-57.916434,Abasto; Lisandro Olmos,Camioneta,13,4.16,32.0,66,76,3,16.5,1.61,24.15,156,41,115,29,19,0,,0,100.0,baja,0,Lluvia ligera,mañana,completa_ok,,20.82,32.0,26.282051282051285,1.2618181818181817,0.27394736842105266
